Comment,S=3_D=3_X=2(1)_5
Site, X, Y, Vertex
X0,2.3,4.9,0
X1,8.7,4.0,1
Supplier, X, Y, Vertex
S0,8.5,2.9,2
S1,1.7,4.2,3
S2,1.9,5.6,4
Destination, X, Y, Vertex
D0,8.9,5.0,5
D1,3.4,5.0,6
Order, To, Qty, ect, ldt,
S0,D0,2,0,600,0
S2,X0,2,0,600,1
S2,D1,1,0,600,2
S1,D0,1,0,600,3
S1,X0,1,0,600,4
Routes
route0,"[X1,D1,X0,X0,X1]"
route1,"[X1,D0,D1,X0,X0,S1,S0,X1]"
route2,"[X1,D1,S1,D1,X1]"
route3,"[X1,D1,X0,X0,S1,S0,X1]"
route4,"[X1,S0,S1,X0,X0,S2,X1]"
route5,"[X1,S0,D1,X1]"
route6,"[X1,D0,D1,S1,X0,X0,X1]"
route7,"[X0,D1,S0,X0]"
route8,"[X1,D1,S1,D0,X1]"
route9,"[X0,D1,D0,S0,D0,X0]"
route10,"[X1,D0,D1,S2,D1,S0,X1]"
route11,"[X0,S2,D0,X1,X1,S2,X0]"
route12,"[X0,D1,S0,D0,X0]"
route13,"[X1,D0,D1,S2,D1,X1]"
route14,"[X0,S2,D0,D1,S2,S1,X0]"
route15,"[X1,D0,D1,X1]"
route16,"[X0,S2,D0,X1,X1,X0]"
route17,"[X0,S1,D0,D1,X0]"
route18,"[X1,D0,S0,X0,X0,S2,X1]"
route19,"[X0,D1,S2,D1,D0,X1,X1,S0,X0]"
route20,"[X1,D0,D1,S2,D0,X1]"
route21,"[X1,S2,X0,X0,S1,S0,X1]"
route22,"[X0,S2,D1,X0]"
route23,"[X1,D0,D1,X0,X0,S0,X1]"
route24,"[X1,D1,S2,X0,X0,S1,S0,X1]"
route25,"[X0,S2,X0]"
route26,"[X0,S1,S2,X0]"
route27,"[X1,D0,X1]"
route28,"[X0,D1,D0,X1,X1,S0,X0]"
route29,"[X0,D0,X1,X1,X0]"
route30,"[X0,S1,D1,X0]"
route31,"[X0,D1,D0,S0,D1,X0]"
route32,"[X1,D0,S0,X0,X0,D1,X1]"
route33,"[X1,D0,D1,X0,X0,S1,X1]"
route34,"[X1,D1,X0,X0,S1,X1]"
route35,"[X1,S1,X1]"
route36,"[X0,S0,D1,S2,X0]"
route37,"[X0,S1,S2,D0,D1,S2,X0]"
route38,"[X0,S2,D0,D1,X0]"
route39,"[X0,S0,D1,X0]"
route40,"[X1,S2,X0,X0,X1]"
route41,"[X0,D1,D0,X1,X1,S2,X0]"
route42,"[X0,D1,D0,X1,X1,X0]"
route43,"[X1,S0,D1,S0,X1]"
route44,"[X1,D0,D1,S1,D1,S0,X1]"
route45,"[X1,D0,D1,S1,D1,X1]"
route46,"[X1,D0,S0,D1,X1]"
route47,"[X1,D0,D1,S0,X1]"
route48,"[X0,S2,D0,D1,S2,X0]"
route49,"[X1,D1,X0,X0,S2,X1]"
route50,"[X1,X0,X0,S1,S0,X1]"
route51,"[X0,D1,S0,D1,X0]"
route52,"[X1,S2,D1,S0,X1]"
route53,"[X1,S0,X0,X0,D1,S0,X1]"
route54,"[X1,S0,X0,X0,X1]"
route55,"[X0,D1,S1,D0,X0]"
route56,"[X1,S1,D1,S0,X1]"
route57,"[X0,S1,D0,D1,S2,X0]"
route58,"[X0,D1,X1,X1,D0,X1,X1,X0]"
route59,"[X1,D0,S0,X0,X0,X1]"
route60,"[X1,S1,X0,X0,X1]"
route61,"[X0,D1,S2,D1,D0,X1,X1,S0,S1,X0]"
route62,"[X1,S1,D1,X1]"
route63,"[X1,D1,S2,X0,X0,X1]"
route64,"[X1,D1,S2,D0,X1]"
route65,"[X1,D0,S0,S1,X0,X0,S2,X1]"
route66,"[X0,D1,S2,X1,X1,S0,S1,X0]"
route67,"[X0,S1,D0,X1,X1,S2,X0]"
route68,"[X0,X1,X1,S0,S1,X0]"
route69,"[X0,S0,D0,X1,X1,S2,X0]"
