Comment,S=2_D=3_X=1(0)_5
Site, X, Y, Vertex
X0,2.3,2.3,0
Supplier, X, Y, Vertex
S0,3.5,1.4,1
S1,2.4,5.1,2
Destination, X, Y, Vertex
D0,3.0,1.1,3
D1,0.8,0.4,4
D2,1.7,3.7,5
Order, To, Qty, ect, ldt,
S0,D2,2,0,600,0
S1,D1,3,0,600,1
S0,D0,3,0,600,2
S1,D0,2,0,600,3
S0,D1,2,0,600,4
Routes
route0,"[X0,S1,D2,D1,X0]"
route1,"[X0,D2,D0,S0,X0]"
route2,"[X0,D2,D1,D0,S0,X0]"
route3,"[X0,D0,S0,X0]"
route4,"[X0,S1,D2,S0,D0,S0,X0]"
route5,"[X0,S1,S0,D0,X0]"
route6,"[X0,S1,D2,X0]"
route7,"[X0,S1,D0,S0,X0]"
route8,"[X0,S1,D2,D0,S0,X0]"
route9,"[X0,S1,D1,S0,X0]"
route10,"[X0,S1,D1,X0]"
route11,"[X0,D2,X0]"
route12,"[X0,D2,S1,D1,X0]"
route13,"[X0,D0,S0,S1,D2,D1,X0]"
route14,"[X0,D2,D1,D0,X0]"
route15,"[X0,D2,S1,D2,X0]"
route16,"[X0,S0,S1,D2,D1,X0]"
route17,"[X0,S1,D0,D1,X0]"
route18,"[X0,D2,S1,D0,D1,X0]"
route19,"[X0,D2,S1,D2,S0,D0,X0]"
route20,"[X0,S1,X0]"
route21,"[X0,D2,S1,S0,D0,D1,X0]"
route22,"[X0,S1,D2,D0,X0]"
route23,"[X0,S0,D0,S1,D2,D1,S0,X0]"
route24,"[X0,S1,S0,D0,D1,X0]"
route25,"[X0,S1,D0,X0]"
route26,"[X0,S0,D0,D1,X0]"
route27,"[X0,D2,S1,X0]"
route28,"[X0,D0,S0,D0,D1,X0]"
route29,"[X0,D2,D0,X0]"
route30,"[X0,S1,D0,D1,S0,X0]"
route31,"[X0,S0,D1,X0]"
route32,"[X0,D2,S1,S0,D0,X0]"
route33,"[X0,S1,D2,S0,D0,D1,S0,X0]"
route34,"[X0,S0,D2,X0]"
route35,"[X0,D0,S0,D2,X0]"
route36,"[X0,S0,S1,X0]"
route37,"[X0,D0,S0,D1,X0]"
route38,"[X0,D0,X0]"
route39,"[X0,S0,D0,X0]"
route40,"[X0,S0,D0,S1,D2,D1,X0]"
route41,"[X0,S1,D2,S0,D0,D1,X0]"
route42,"[X0,S1,S0,D0,D1,S0,X0]"
route43,"[X0,D0,S0,D0,X0]"
route44,"[X0,D0,S0,S1,X0]"
route45,"[X0,S1,D2,D1,S0,X0]"
route46,"[X0,D0,D1,D2,X0]"
route47,"[X0,D2,S1,D2,D0,X0]"
route48,"[X0,S1,D2,S0,D0,X0]"
route49,"[X0,D1,X0]"
route50,"[X0,D0,D1,X0]"
route51,"[X0,D2,S1,D2,D1,X0]"
route52,"[X0,S1,S0,D0,S0,X0]"
route53,"[X0,D0,S0,D0,S1,D2,D1,X0]"
route54,"[X0,D2,S1,D2,S0,D0,D1,X0]"
route55,"[X0,D0,D2,X0]"
route56,"[X0,S0,S1,D2,D1,S0,X0]"
route57,"[X0,S0,X0]"
route58,"[X0,D2,S1,D0,X0]"
route59,"[X0,S0,X0]"
route60,"[X0,S1,X0]"
Exit,
