Comment,S=2_D=3_X=2(0)_6
Site, X, Y, Vertex
X0,7.0,7.5,0
X1,5.4,4.0,1
Supplier, X, Y, Vertex
S0,6.8,7.4,2
S1,4.8,8.2,3
Destination, X, Y, Vertex
D0,9.3,6.8,4
D1,6.0,4.4,5
D2,4.9,3.5,6
Order, To, Qty, ect, ldt,
S0,D1,3,0,600,0
S1,D2,3,0,600,1
S0,D0,1,0,600,2
S1,D1,1,0,600,3
S1,D0,3,0,600,4
S0,D2,1,0,600,5
Routes
route0,"[X1,S1,D0,X0,X0,S0,X1]"
route1,"[X0,S0,D1,D2,X1,X1,S1,X0]"
route2,"[X0,D1,X1,X1,D2,D1,D0,X0]"
route3,"[X0,X1,X1,D2,X1,X1,S0,X0]"
route4,"[X1,D1,S0,S1,D0,D1,D2,X1]"
route5,"[X0,S0,S1,D2,D0,S0,X0]"
route6,"[X1,S0,D0,X0,X0,S0,X1]"
route7,"[X1,S0,D2,X1]"
route8,"[X0,S0,D1,S0,X0]"
route9,"[X0,D1,X1,X1,D2,X0]"
route10,"[X1,S0,D0,X1]"
route11,"[X0,D1,D2,X1,X1,D2,D1,D0,S0,X0]"
route12,"[X0,S0,D1,D2,S1,D0,S0,X0]"
route13,"[X0,S0,S1,D2,D0,X0]"
route14,"[X1,D2,D1,S1,D0,X1]"
route15,"[X0,D1,D2,X1,X1,D2,X0]"
route16,"[X0,D1,S0,X0]"
route17,"[X0,X1,X1,D1,D0,S0,X0]"
route18,"[X1,D1,S0,D1,D2,X1]"
route19,"[X1,D1,S0,X1]"
route20,"[X0,S1,D1,S0,X0]"
route21,"[X1,D1,D0,X1]"
route22,"[X1,D2,D1,S1,S0,D0,D1,D2,X1]"
route23,"[X0,S0,X1,X1,S1,X0]"
route24,"[X1,D1,D2,X1]"
route25,"[X0,D1,D0,X0]"
route26,"[X1,D2,D1,S1,X0,X0,S0,X1]"
route27,"[X1,X0,X0,S0,X1]"
route28,"[X0,D0,S0,X0]"
route29,"[X0,S0,S1,D2,D1,D0,X0]"
route30,"[X1,D1,S1,X0,X0,S0,X1]"
route31,"[X0,X1,X1,D1,D0,X0]"
route32,"[X0,S0,S1,D1,D0,X0]"
route33,"[X1,D2,D1,X0,X0,S0,S1,X1]"
route34,"[X0,X1,X1,D2,X1,X1,X0]"
route35,"[X0,D0,X0]"
route36,"[X0,S1,D0,X0]"
route37,"[X1,D2,D1,S0,D1,X1]"
route38,"[X1,D1,X1]"
route39,"[X0,D1,X1,X1,X0]"
route40,"[X0,S1,D2,X0]"
route41,"[X0,X1,X1,D1,S0,X0]"
route42,"[X1,D2,D1,S0,D1,D2,X1]"
route43,"[X1,D1,S1,X1]"
route44,"[X0,S0,X1,X1,X0]"
route45,"[X1,D2,D1,S0,S1,X1]"
route46,"[X1,S1,X1]"
route47,"[X0,S0,D2,D0,X0]"
route48,"[X0,S0,D0,X0]"
route49,"[X0,D1,D0,S0,X0]"
route50,"[X1,S0,S1,D2,X1]"
route51,"[X1,D2,D1,D0,S0,X0,X0,S1,X1]"
route52,"[X0,S0,D1,D2,S1,D0,X0]"
route53,"[X0,S0,D2,X0]"
route54,"[X0,S0,D0,S0,X0]"
route55,"[X1,D0,X0,X0,X1]"
route56,"[X0,S0,D1,S1,D0,S0,X0]"
route57,"[X1,D1,S0,S1,D1,D2,X1]"
route58,"[X1,S0,S1,D1,D2,X1]"
route59,"[X1,D1,S0,D2,X1]"
route60,"[X1,D2,D1,S0,S1,D0,D1,D2,X1]"
route61,"[X1,D1,S1,D1,X1]"
route62,"[X1,D1,S1,D2,X1]"
route63,"[X0,S1,D2,X1,X1,S0,X0]"
route64,"[X1,S0,X0,X0,X1]"
route65,"[X1,D1,X0,X0,X1]"
route66,"[X1,D1,S0,D1,X1]"
route67,"[X1,S1,S0,D1,D2,X1]"
route68,"[X1,D1,S0,X0,X0,X1]"
route69,"[X1,D2,D1,S0,S1,D2,X1]"
route70,"[X0,X1,X1,D2,D1,S0,X0]"
route71,"[X0,S1,D1,X1,X1,S0,X0]"
route72,"[X1,D1,S1,S0,D0,D1,X1]"
route73,"[X1,D2,D1,S1,D0,D2,X1]"
route74,"[X1,S1,X0,X0,S0,X1]"
route75,"[X1,D2,D1,S0,X0,X0,S1,X1]"
route76,"[X1,S1,D2,X1]"
route77,"[X1,S0,D0,X0,X0,X1]"
route78,"[X1,D0,X0,X0,S0,X1]"
route79,"[X1,S1,D0,X1]"
route80,"[X1,D1,S1,D0,D2,X1]"
route81,"[X1,D2,D1,S0,D0,X1]"
route82,"[X0,S0,D1,D0,X0]"
route83,"[X1,X0,X0,S0,S1,X1]"
route84,"[X0,D1,X1,X1,D2,D1,X0]"
route85,"[X1,D1,D0,X0,X0,X1]"
route86,"[X0,S0,D1,S1,D0,X0]"
route87,"[X1,S1,S0,D0,D1,D2,X1]"
route88,"[X1,D2,D1,D0,X0,X0,X1]"
route89,"[X1,D2,D1,S1,S0,D1,D2,X1]"
route90,"[X0,D1,X0]"
route91,"[X1,D1,S0,S1,D2,X1]"
route92,"[X1,D2,D1,S1,S0,D0,D1,X1]"
route93,"[X0,X1,X1,D1,X0]"
route94,"[X0,S0,X0]"
route95,"[X0,X1,X1,D2,D1,X1,X1,S0,X0]"
route96,"[X1,D0,X1]"
route97,"[X1,D1,D0,X0,X0,S0,X1]"
