Comment,S=3_D=4_X=2(1)_4
Site, X, Y, Vertex
X0,8.9,4.1,0
X1,4.3,2.4,1
Supplier, X, Y, Vertex
S0,5.6,3.3,2
S1,9.95,5.1,3
S2,7.4,6.0,4
Destination, X, Y, Vertex
D0,1.8,3.7,5
D1,9.3,1.3,6
D2,5.4,0.1,7
Order, To, Qty, ect, ldt,
S0,X1,1,0,600,0
S2,D1,1,0,600,1
S2,D0,1,0,600,2
S1,D2,2,0,600,3
Routes
route0,"[X1,S1,S2,D0,S0,X1]"
route1,"[X0,S1,S2,D0,X1,X1,S0,S2,X0]"
route2,"[X1,S0,S2,S1,X0,X0,X1]"
route3,"[X1,D1,S1,D1,X1]"
route4,"[X0,D2,D1,X0]"
route5,"[X1,S0,S1,D0,S0,X1]"
route6,"[X0,S0,D2,X1,X1,S0,X0]"
route7,"[X0,S1,S0,X1,X1,D0,X0]"
route8,"[X1,S0,S2,D2,S0,X1]"
route9,"[X1,S0,D1,X1]"
route10,"[X0,D1,S0,D1,S1,X1,X1,X0]"
route11,"[X0,S0,D0,S0,X0]"
route12,"[X0,D2,X1,X1,D0,X0]"
route13,"[X1,D1,S1,D0,X1]"
route14,"[X1,S0,S2,X1]"
route15,"[X0,S2,D0,X1,X1,S0,S2,X0]"
route16,"[X0,S1,S0,D2,D1,X0]"
route17,"[X0,D0,S0,X0]"
route18,"[X0,D1,D2,S0,X0]"
route19,"[X1,D2,D1,S0,X1]"
route20,"[X0,S2,S0,D1,X0]"
route21,"[X0,S1,D0,S0,X0]"
route22,"[X1,S0,S2,D1,D2,X1]"
route23,"[X0,S2,S0,D1,S1,X0]"
route24,"[X0,S1,D0,X1,X1,S0,D1,S1,X0]"
route25,"[X0,S1,S0,X1,X1,D2,X0]"
route26,"[X0,S1,D0,X1,X1,S0,S2,X0]"
route27,"[X0,X1,X1,D2,D1,S1,X0]"
route28,"[X0,S1,D0,S0,D2,S0,X0]"
route29,"[X0,S2,S0,X0]"
route30,"[X1,D0,S0,S2,S1,X0,X0,D1,D2,S0,X1]"
route31,"[X0,S1,S2,D0,X0]"
route32,"[X0,S1,S2,S0,X1,X1,D2,S0,X0]"
route33,"[X0,D2,X0]"
route34,"[X0,S2,D0,X1,X1,S0,X0]"
route35,"[X0,S2,D1,X0]"
route36,"[X1,S2,S0,D0,S0,X1]"
route37,"[X1,S1,D1,S2,D0,S0,X1]"
route38,"[X0,D1,D2,X1,X1,D0,X0]"
route39,"[X0,S2,X0]"
route40,"[X0,S1,S2,X0]"
route41,"[X1,D2,D1,S1,D1,S2,D0,X1]"
route42,"[X0,S1,S0,X1,X1,D2,S0,X0]"
route43,"[X1,D0,X1]"
route44,"[X0,S1,D1,X0]"
route45,"[X0,X1,X1,D0,S0,X0]"
route46,"[X1,S0,S1,D1,D0,S0,X1]"
route47,"[X1,D2,D1,X0,X0,X1]"
route48,"[X1,D2,D1,X1]"
route49,"[X0,S0,X1,X1,X0]"
route50,"[X0,S1,D1,S0,D2,X0]"
route51,"[X1,D2,D1,X0,X0,D0,X1]"
route52,"[X1,S1,X1]"
route53,"[X0,S1,S2,S0,X1,X1,D2,X1,X1,S0,X0]"
route54,"[X0,D2,X1,X1,D0,X1,X1,S0,X0]"
route55,"[X1,D0,D2,X1]"
route56,"[X0,S0,D1,X0]"
route57,"[X1,S2,S0,D0,X1]"
