Comment,S=3_D=3_X=2(0)_7
Site, X, Y, Vertex
X0,9.8,7.2,0
X1,3.5,5.0,1
Supplier, X, Y, Vertex
S0,5.8,2.1,2
S1,3.6,5.6,3
S2,3.0,5.2,4
Destination, X, Y, Vertex
D0,1.7,7.0,5
D1,9.6,6.9,6
D2,9.95,7.4,7
Order, To, Qty, ect, ldt,
S1,D2,2,0,600,0
S0,D0,3,0,600,1
S0,D2,1,0,600,2
S2,D1,2,0,600,3
S2,D2,1,0,600,4
S1,D0,1,0,600,5
S1,D1,3,0,600,6
Routes
route0,"[X0,S0,D1,D2,X0]"
route1,"[X1,D1,X0,X0,X1]"
route2,"[X1,S0,D2,X0,X0,S1,S2,X1]"
route3,"[X1,D1,D2,X0,X0,D2,D1,X1]"
route4,"[X0,D2,D1,X0]"
route5,"[X0,D1,S0,D1,D2,X0]"
route6,"[X1,S2,S1,X0,X0,S0,X1]"
route7,"[X0,D2,D1,S2,S0,D1,D2,X0]"
route8,"[X0,D2,D1,S1,D0,S1,X0]"
route9,"[X1,S0,D1,X1]"
route10,"[X0,D0,S2,S1,X0]"
route11,"[X1,D0,X0,X0,D2,D1,X0,X0,S1,S2,X1]"
route12,"[X1,D2,X0,X0,X1]"
route13,"[X0,D1,S0,X0]"
route14,"[X0,D2,D1,S0,S2,D2,X0]"
route15,"[X1,S2,D2,D1,S0,D2,X1]"
route16,"[X0,S0,D0,S2,S1,X0]"
route17,"[X0,X1,X1,S2,S1,X0]"
route18,"[X0,D1,S2,X0]"
route19,"[X0,D2,D1,S0,X0]"
route20,"[X0,D1,S1,D1,X0]"
route21,"[X0,S2,D0,S1,X0]"
route22,"[X1,D0,X0,X0,D2,D1,X0,X0,S1,X1]"
route23,"[X0,D0,S2,X1,X1,S1,X0]"
route24,"[X0,D1,S0,D0,X0]"
route25,"[X0,S2,S0,D1,X0]"
route26,"[X1,D1,X0,X0,S1,S2,X1]"
route27,"[X0,X1,X1,S1,X0]"
route28,"[X1,D0,S2,X1]"
route29,"[X1,X0,X0,D1,X1]"
route30,"[X0,D2,D1,S0,D1,D2,X0]"
route31,"[X1,X0,X0,D2,X0,X0,D1,S1,X1]"
route32,"[X1,D0,X0,X0,D2,D1,S1,X1]"
route33,"[X0,D2,D1,S1,S2,X0]"
route34,"[X0,D1,S0,S1,D2,X0]"
route35,"[X0,S2,S1,D1,D2,X0]"
route36,"[X0,D1,S2,D2,X0]"
route37,"[X1,D0,S2,D2,D1,S0,D2,X0,X0,X1]"
route38,"[X1,S0,D0,S2,S1,X1]"
route39,"[X0,S0,S2,D1,D2,X0]"
route40,"[X0,D2,D1,S1,S2,X1,X1,X0]"
route41,"[X0,S1,D1,D2,X0]"
route42,"[X1,X0,X0,D2,D1,X0,X0,S1,X1]"
route43,"[X1,S0,S1,D0,S2,D0,X1]"
route44,"[X0,D2,D1,S2,D0,X0]"
route45,"[X0,D2,X0]"
route46,"[X1,D1,X0,X0,D2,X0,X0,D1,X1]"
route47,"[X1,S2,D1,X0,X0,S1,S2,X1]"
route48,"[X0,S2,D1,X0]"
route49,"[X1,X0,X0,D2,D1,X1]"
route50,"[X0,D2,D1,S2,S0,D1,X0]"
route51,"[X1,S1,D2,X0,X0,S1,S2,X1]"
route52,"[X0,D1,S2,S0,D1,X0]"
